date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:39:17	5833/5833	---M-Z	200	added ('OK')	text/css	date:Wed,%2020%20Aug%202025%2014:56:06%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/themes/site/themes/custom/otsuka_ds3_nuedextahcp_theme/dist/css/03-organisms/primary_condition/primary_condition.css?t5hzes	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/themes/site/themes/custom/otsuka_ds3_nuedextahcp_theme/dist/css/03-organisms/primary_condition/primary_conditionb4a3.css	(from https://www.nuedextahcp.com/)
18:39:17	404/404	---M-Z	200	added ('OK')	text/css	date:Wed,%2020%20Aug%202025%2014:56:06%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/themes/site/themes/custom/otsuka_ds3_nuedextahcp_theme/dist/css/03-organisms/references/references.css?t5hzes	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/themes/site/themes/custom/otsuka_ds3_nuedextahcp_theme/dist/css/03-organisms/references/referencesb4a3.css	(from https://www.nuedextahcp.com/)
18:39:18	2686/2686	---M-Z	200	added ('OK')	text/css	date:Wed,%2020%20Aug%202025%2014:56:06%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/themes/site/themes/custom/otsuka_ds3_nuedextahcp_theme/dist/css/03-organisms/reveal_impact/reveal_impact.css?t5hzes	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/themes/site/themes/custom/otsuka_ds3_nuedextahcp_theme/dist/css/03-organisms/reveal_impact/reveal_impactb4a3.css	(from https://www.nuedextahcp.com/)
18:39:18	7723/7723	---M-Z	200	added ('OK')	text/css	date:Wed,%2020%20Aug%202025%2014:56:06%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/themes/site/themes/custom/otsuka_ds3_nuedextahcp_theme/dist/css/global.css?t5hzes	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/themes/site/themes/custom/otsuka_ds3_nuedextahcp_theme/dist/css/globalb4a3.css	(from https://www.nuedextahcp.com/)
18:39:19	87533/87533	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery/jquery.min.js?v=3.7.1	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery/jquery.mind734.js	(from https://www.nuedextahcp.com/)
18:39:20	1357/1357	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/assets/vendor/once/once.min.js?v=1.0.1	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/once/once.minf700.js	(from https://www.nuedextahcp.com/)
18:39:20	691/691	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/drupalSettingsLoader.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/drupalSettingsLoaderfe04.js	(from https://www.nuedextahcp.com/)
18:39:21	21057/21057	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://www.nuedextahcp.com/core/misc/drupal.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/drupalfe04.js	(from https://www.nuedextahcp.com/)
18:39:21	960/960	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/drupal.init.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/drupal.initfe04.js	(from https://www.nuedextahcp.com/)
18:39:22	208/208	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/version-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/version-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:22	469/469	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/data-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/data-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:23	657/657	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/disable-selection-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/disable-selection-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:23	627/627	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/jquery-patch-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/jquery-patch-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:24	728/728	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/scroll-parent-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/scroll-parent-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:24	596/596	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/unique-id-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/unique-id-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:25	908/908	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/focusable-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/focusable-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:25	528/528	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/keycode-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/keycode-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:26	502/502	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/plugin-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/plugin-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:27	8710/8710	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widget-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widget-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:27	724/724	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/labels-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/labels-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:28	4508/4508	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/controlgroup-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/controlgroup-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:28	1092/1092	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:29%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/form-reset-mixin-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/form-reset-mixin-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:29	3352/3352	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/mouse-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/mouse-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:29	4422/4422	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/checkboxradio-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/checkboxradio-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:30	18494/18494	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:29%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/draggable-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/draggable-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:30	19549/19549	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/resizable-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/resizable-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:31	6237/6237	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/button-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/button-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:31	13300/13300	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/dialog-min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/jquery.ui/ui/widgets/dialog-minfe04.js	(from https://www.nuedextahcp.com/)
18:39:32	6054/6054	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/assets/vendor/tabbable/index.umd.min.js?v=6.2.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/tabbable/index.umd.min0559.js	(from https://www.nuedextahcp.com/)
18:39:32	3954/3954	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/assets/vendor/tua-body-scroll-lock/tua-bsl.umd.min.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/assets/vendor/tua-body-scroll-lock/tua-bsl.umd.minfe04.js	(from https://www.nuedextahcp.com/)
18:39:33	198/198	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2024%20May%202025%2002:08:12%20GMT	https://www.nuedextahcp.com/modules/contrib/adobe_launch/js/adobe_launch_dtm_init.js?t5hzes	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/modules/contrib/adobe_launch/js/adobe_launch_dtm_initb4a3.js	(from https://www.nuedextahcp.com/)
18:39:33	1352/1352	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Sep%202025%2003:42:31%20GMT	https://www.nuedextahcp.com/modules/contrib/google_tag/js/gtag.js?t5hzes	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/modules/contrib/google_tag/js/gtagb4a3.js	(from https://www.nuedextahcp.com/)
18:39:34	1488/1488	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/debounce.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/debouncefe04.js	(from https://www.nuedextahcp.com/)
18:39:34	4306/4306	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/misc/announce.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/announcefe04.js	(from https://www.nuedextahcp.com/)
18:39:35	1230/1230	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:18%20GMT	https://www.nuedextahcp.com/modules/contrib/google_tag/js/gtm.js?t5hzes	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/modules/contrib/google_tag/js/gtmb4a3.js	(from https://www.nuedextahcp.com/)
18:39:36	8053/8053	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/displace.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/displacefe04.js	(from https://www.nuedextahcp.com/)
18:39:36	506/506	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/jquery.tabbable.shim.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/jquery.tabbable.shimfe04.js	(from https://www.nuedextahcp.com/)
18:39:36	22513/22513	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/position.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/positionfe04.js	(from https://www.nuedextahcp.com/)
18:39:37	1358/1358	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/dialog/dialog-deprecation.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/dialog/dialog-deprecationfe04.js	(from https://www.nuedextahcp.com/)
18:39:38	3521/3521	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/dialog/dialog.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/dialog/dialogfe04.js	(from https://www.nuedextahcp.com/)
18:39:38	4283/4283	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Jun%202025%2007:06:46%20GMT	https://www.nuedextahcp.com/core/misc/dialog/dialog.position.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/dialog/dialog.positionfe04.js	(from https://www.nuedextahcp.com/)
18:39:39	2319/2319	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/dialog/dialog.jquery-ui.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/dialog/dialog.jquery-uife04.js	(from https://www.nuedextahcp.com/)
18:39:39	849/849	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/modules/ckeditor5/js/ckeditor5.dialog.fix.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/modules/ckeditor5/js/ckeditor5.dialog.fixfe04.js	(from https://www.nuedextahcp.com/)
18:39:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Nov%202025%2013:09:40%20GMT	http://unpkg.com/tabbable/dist/index.umd.js	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/unpkg.com/tabbable/dist/index.umd.63.delayed	(from https://www.nuedextahcp.com/)
18:39:42	48/48	---M--	302	error ('Found')	text/plain	date:Tue,%2018%20Nov%202025%2013:09:41%20GMT	https://unpkg.com/tabbable/dist/index.umd.js	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/unpkg.com/tabbable/dist/index.umd.64.delayed	(from https://www.nuedextahcp.com/)
18:39:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Nov%202025%2013:09:42%20GMT	http://unpkg.com/focus-trap/dist/focus-trap.umd.js	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/unpkg.com/focus-trap/dist/focus-trap.umd.js	(from https://www.nuedextahcp.com/)
18:39:43	29808/29808	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2016%20Nov%202025%2016:23:23%20GMT	https://unpkg.com/tabbable@6.3.0/dist/index.umd.js	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/unpkg.com/tabbable@6.3.0/dist/index.umd.js	(from https://www.nuedextahcp.com/)
18:39:44	55/55	---M--	302	error ('Found')	text/plain	date:Tue,%2018%20Nov%202025%2013:09:43%20GMT	https://unpkg.com/focus-trap/dist/focus-trap.umd.js	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/unpkg.com/focus-trap/dist/focus-trap.umd.67.delayed	(from https://www.nuedextahcp.com/)
18:39:44	46858/46858	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2002%20Nov%202025%2021:17:27%20GMT	https://unpkg.com/focus-trap@7.6.6/dist/focus-trap.umd.js	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/unpkg.com/focus-trap@7.6.6/dist/focus-trap.umd.js	(from https://www.nuedextahcp.com/)
18:39:45	4644/4644	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:19%20GMT	https://www.nuedextahcp.com/modules/custom/otsuka_focus_manager/js/focus.manager.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/modules/custom/otsuka_focus_manager/js/focus.managerfe04.js	(from https://www.nuedextahcp.com/)
18:39:45	13704/13704	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://www.nuedextahcp.com/core/misc/tabbingmanager.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/core/misc/tabbingmanagerfe04.js	(from https://www.nuedextahcp.com/)
18:39:45	54786/54786	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20Aug%202025%2003:42:50%20GMT	https://www.nuedextahcp.com/modules/custom/otsuka_privacy_compliant_media/js/otsuka_pcm_api.js?v=10.5.0	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/modules/custom/otsuka_privacy_compliant_media/js/otsuka_pcm_apife04.js	(from https://www.nuedextahcp.com/)
18:39:49	602/602	---MC-	302	error ('Found')	text/html	date:Tue,%2018%20Nov%202025%2013:09:48%20GMT	https://www.nuedextahcp.com/copay-savings-card	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/copay-savings-card	(from https://www.nuedextahcp.com/)
18:39:49	173007/173007	---M--	200	added ('OK')	application/pdf	date:Tue,%2018%20Nov%202025%2013:09:48%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/files/copay_cards/691c701c657e3.pdf	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/files/copay_cards/691c701c657e3.pdf	(from https://www.nuedextahcp.com/)
18:39:50	24592/24592	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2024-09/ko.svg	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2024-09/ko.svg	(from https://www.nuedextahcp.com/)
18:39:51	124951/124951	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2006:34:06%20GMT	https://www.nuedextahcp.com/what-is-pba	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/what-is-pba.html	(from https://www.nuedextahcp.com/)
18:39:51	86479/86479	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2006:35:27%20GMT	https://www.nuedextahcp.com/impact-of-pba	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/impact-of-pba.html	(from https://www.nuedextahcp.com/)
18:39:52	107363/107363	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2006:46:38%20GMT	https://www.nuedextahcp.com/diagnosing-pba	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/diagnosing-pba.html	(from https://www.nuedextahcp.com/)
18:39:53	540634/540634	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2006:31:36%20GMT	https://www.nuedextahcp.com/pba-and-depression	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/pba-and-depression.html	(from https://www.nuedextahcp.com/)
18:39:53	87300/87300	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2007:23:47%20GMT	https://www.nuedextahcp.com/efficacy	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/efficacy.html	(from https://www.nuedextahcp.com/)
18:39:54	133057/133057	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2006:32:14%20GMT	https://www.nuedextahcp.com/safety	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/safety.html	(from https://www.nuedextahcp.com/)
18:39:54	80347/80347	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2007:13:10%20GMT	https://www.nuedextahcp.com/dosing-and-treatment	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/dosing-and-treatment.html	(from https://www.nuedextahcp.com/)
18:39:55	78407/78407	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2007:40:31%20GMT	https://www.nuedextahcp.com/access-and-affordability	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/access-and-affordability.html	(from https://www.nuedextahcp.com/)
18:39:55	86036/86036	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2008:28:34%20GMT	https://www.nuedextahcp.com/resources	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/resources.html	(from https://www.nuedextahcp.com/)
18:39:56	67519/67519	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2019:28:25%20GMT	https://www.nuedextahcp.com/sitemap	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sitemap.html	(from https://www.nuedextahcp.com/)
18:39:56	55733/55733	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Nov%202025%2007:03:16%20GMT	https://www.nuedextahcp.com/contact-otsuka	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/contact-otsuka.html	(from https://www.nuedextahcp.com/)
18:39:57	133562/133562	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Aug%202025%2006:59:14%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2025-08/hero1-m.png	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2025-08/hero1-m.png	(from https://www.nuedextahcp.com/)
18:39:58	561454/561454	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Sep%202025%2009:04:37%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2025-09/NUE-hero-image-Carol-update-1920x800.jpg	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2025-09/NUE-hero-image-Carol-update-1920x800.jpg	(from https://www.nuedextahcp.com/)
18:39:58	2089/2089	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2024-10/copay_card.svg	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2024-10/copay_card.svg	(from https://www.nuedextahcp.com/)
18:39:58	1964/1964	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2024-10/pill-bottle.svg	C:/Users/CU636RF/Downloads/MySitenuedextahcp/MySitenuedextahcp/www.nuedextahcp.com/sites/g/files/qhldwo11926/files/2024-10/pill-bottle.svg	(from https://www.nuedextahcp.com/)
